# interval_sec=0.04
# loop=true
# advance_mode=time
# position_tolerance=160
# pressure_threshold=0
# step_timeout_sec=1.5
# settle_time_sec=0.1
# generated_from=gait_lab_trot_fast8big
# cycle_sec=8.00
# duty_factor=0.6
# stride_m=0.09
# lift_m=0.035
# phase_offsets=(0.0, 0.5, 0.5, 0.0)
# phase_advance_frames=2,4,4,5,6,4,5,4
# sim_forward_m_per_cycle=0.0768
# sim_mean_abs_pitch_deg=1.30
# pneumatic_params=measured_2026-08-23_bang_probe
1314,1980,3203,2504,1283,2146,2552,1865
1333,1982,3210,2540,1321,2188,2538,1872
1352,1985,3216,2574,1360,2229,2524,1878
1372,1988,3220,2608,1401,2271,2510,1884
1392,1991,3221,2641,1442,2312,2495,1891
1412,1994,3221,2673,1484,2352,2481,1897
1433,1997,3218,2704,1527,2392,2465,1903
1455,2000,3214,2734,1570,2431,2450,1910
1476,2003,3207,2762,1615,2469,2434,1916
1498,2006,3199,2789,1660,2507,2418,1923
1520,2008,3188,2816,1705,2543,2402,1929
1542,2011,3176,2840,1752,2579,2385,1936
1565,2014,3162,2864,1798,2614,2368,1942
1588,2016,3145,2886,1845,2648,2351,1949
1611,2019,3127,2907,1892,2681,2333,1955
1634,2021,3107,2926,1940,2712,2316,1961
1658,2024,3085,2944,1988,2743,2298,1968
1682,2026,3062,2960,2036,2772,2280,1974
1706,2028,3036,2975,2083,2800,2261,1980
1730,2030,3009,2988,2131,2827,2243,1986
1754,2032,2981,2999,2179,2852,2224,1992
1778,2034,2951,3009,2227,2876,2205,1998
1802,2036,2919,3017,2274,2898,2186,2004
1827,2038,2886,3024,2321,2919,2166,2010
1851,2040,2851,3029,2368,2938,2147,2015
1876,2041,2815,3032,2414,2956,2127,2021
1900,2043,2778,3033,2460,2972,2108,2027
1925,2044,2739,3033,2505,2987,2088,2032
1949,2045,2700,3031,2549,3000,2068,2037
1974,2046,2659,3028,2593,3011,2048,2042
1999,2048,2617,3022,2635,3021,2027,2048
2023,2048,2575,3016,2677,3029,2007,2052
2048,2049,2531,3007,2718,3035,1987,2057
2072,2050,2487,2997,2758,3040,1966,2062
2096,2051,2442,2985,2796,3043,1946,2067
2120,2051,2396,2971,2834,3044,1925,2071
2145,2052,2350,2956,2870,3044,1905,2075
2169,2052,2304,2939,2905,3042,1884,2080
2192,2052,2257,2921,2938,3038,1864,2084
2216,2052,2210,2902,2970,3033,1843,2088
2240,2052,2162,2880,3000,3025,1823,2092
2263,2052,2114,2858,3029,3017,1802,2095
2286,2052,2067,2834,3056,3006,1782,2099
2309,2051,2019,2808,3082,2994,1761,2102
2332,2051,1971,2781,3106,2981,1741,2106
2355,2051,1924,2753,3128,2965,1721,2109
2377,2050,1877,2724,3148,2949,1701,2112
2399,2049,1830,2693,3166,2930,1681,2115
2421,2049,1783,2662,3183,2911,1662,2118
2442,2048,1737,2629,3197,2890,1642,2120
2464,2047,1691,2595,3210,2867,1623,2123
2484,2046,1646,2561,3220,2843,1604,2125
2505,2045,1602,2525,3229,2818,1585,2127
2525,2044,1558,2489,3235,2792,1566,2130
2545,2042,1515,2451,3240,2764,1547,2132
2565,2041,1473,2414,3242,2735,1529,2134
2584,2040,1431,2375,3243,2705,1511,2136
2603,2039,1391,2336,3241,2674,1493,2137
2622,2037,1352,2296,3237,2642,1476,2139
2640,2036,1313,2256,3231,2609,1459,2140
2658,2034,1276,2215,3223,2575,1442,2142
2676,2033,1241,2174,3213,2540,1426,2143
2693,2031,1206,2133,3201,2504,1410,2144
2709,2030,1173,2092,3187,2468,1394,2146
2725,2028,1141,2051,3171,2431,1379,2147
2741,2027,1111,2009,3153,2393,1364,2148
2756,2025,1082,1968,3132,2355,1349,2149
2771,2024,1055,1927,3110,2316,1335,2149
2786,2022,1029,1886,3085,2277,1322,2150
2799,2021,1006,1845,3085,2237,1309,2151
2813,2019,984,1845,3084,2197,1296,2152
2826,2018,984,1846,3082,2197,1284,2152
2838,2016,986,1846,3079,2197,1273,2153
2850,2015,988,1847,3075,2197,1262,2153
2861,2013,991,1848,3071,2197,1251,2154
2872,2012,995,1849,3066,2196,1241,2154
2883,2011,1000,1851,3060,2196,1232,2154
2892,2010,1005,1852,3054,2196,1223,2155
2902,2009,1012,1854,3046,2195,1215,2155
2910,2007,1019,1856,3038,2195,1208,2155
2918,2006,1027,1859,3030,2194,1201,2155
2926,2006,1036,1861,3020,2194,1195,2155
2933,2005,1045,1864,3010,2193,1189,2156
2939,2004,1056,1866,3000,2193,1184,2156
2944,2003,1067,1869,2989,2192,1180,2156
2949,2003,1078,1872,2977,2191,1177,2156
2954,2002,1091,1876,2964,2190,1174,2156
2958,2002,1104,1879,2951,2189,1172,2156
2961,2002,1117,1882,2937,2188,1171,2156
2963,2001,1131,1886,2923,2187,1171,2156
2965,2001,1146,1890,2908,2186,1199,2156
2966,2042,1162,1894,2893,2184,1228,2199
2966,2082,1178,1897,2877,2183,1260,2242
2995,2123,1194,1901,2861,2182,1292,2285
